celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo
(11) 97931-7371;22/07/2025;18:45:00;Metrô Trianon-Masp;-23.564.398.935.862.500;-46.656.424.049.215.700;Android;Realme C35;Sim;19/07/2025;Produto;388.61;eletrodoméstico;21;Feminino
(11) 97895-8981;22/07/2025;16:45:00;Esquina Av. Consolação;-23.557.251.288.559.200;-46.660.206.275.752.300;Android;Xiaomi Redmi Note 11;Sim;30/06/2025;Produto;47.21;esportivo;45;Masculino
(11) 92196-4925;22/07/2025;12:15:00;Ponto de ônibus Augusta;-2.355.845.723.630.760;-4.665.928.237.391.800;Android;Xiaomi Redmi Note 11;Sim;11/07/2025;Produto;248.34;esportivo;32;Outro
(11) 94461-2750;22/07/2025;09:45:00;Metrô Trianon-Masp;-2.356.415.419.362.450;-4.665.661.969.775.940;iPhone;iPhone 14 Pro;Sim;29/06/2025;Cashback;166.86;eletrodoméstico;35;Feminino
(31) 94740-8503;22/07/2025;11:30:00;MASP;-2.356.139.311.134.210;-46.655.818.801.409.200;iPhone;iPhone 11;Sim;28/06/2025;Cashback;383.08;farmácia;27;Masculino
(11) 94892-7511;22/07/2025;22:00:00;Shopping Cidade São Paulo;-23.563.281.622.000.800;-4.665.233.883.700.330;Android;Samsung S21;Sim;23/06/2025;Desconto;404.39;móveis;51;Outro
(71) 92585-7093;22/07/2025;07:30:00;Esquina Av. Consolação;-23.557.775.914.638.500;-466.602.175.211.126;Android;Realme C35;Sim;21/07/2025;Cashback;315.53;outros;18;Masculino
(11) 95064-8481;22/07/2025;18:00:00;Metrô Brigadeiro;-23.569.873.096.033.200;-4.664.531.108.984.230;Android;Motorola G60;Sim;04/07/2025;Cashback;324.21;vestuário;48;Masculino
(11) 92591-3750;22/07/2025;16:15:00;Shopping Pátio Paulista;-23.570.822.677.715.200;-4.664.587.491.195.410;Android;Samsung Galaxy A52;Sim;25/06/2025;Cashback;305.58;esportivo;61;Outro
(11) 97066-3246;22/07/2025;08:45:00;MASP;-2.356.161.003.493.150;-4.665.614.833.064.260;Android;Xiaomi Redmi Note 11;Sim;23/06/2025;Cashback;393.28;farmácia;23;Masculino
(11) 96770-4506;22/07/2025;10:00:00;Esquina Rua da Paz;-23.562.329.092.496.200;-46.649.731.935.418.500;Android;Realme C35;Sim;12/07/2025;Desconto;316.82;outros;50;Feminino
(11) 92306-5123;22/07/2025;18:30:00;Ponto de ônibus Augusta;-23.558.452.084.119.400;-4.665.915.665.516.180;Android;Realme C35;Sim;17/07/2025;Produto;393.34;eletrodoméstico;50;Outro
(11) 98332-2765;22/07/2025;10:00:00;Shopping Pátio Paulista;-2.357.038.917.688.310;-46.645.918.892.463.400;Android;Samsung Galaxy A52;Sim;20/07/2025;Desconto;486.74;restaurante;23;Feminino
(11) 92451-8845;22/07/2025;08:45:00;Esquina Av. Consolação;-23.557.610.822.019.800;-46.660.045.181.601.400;iPhone;iPhone SE;Sim;04/07/2025;Desconto;187.35;eletrodoméstico;64;Masculino
(11) 97792-7417;22/07/2025;07:45:00;Metrô Brigadeiro;-2.356.980.037.187.610;-4.664.476.205.133.900;Android;Samsung S21;Sim;24/06/2025;Produto;223.17;vestuário;33;Masculino
(11) 96006-5305;22/07/2025;20:30:00;Shopping Pátio Paulista;-2.357.024.168.545.430;-4.664.544.905.342.960;Android;Samsung Galaxy A52;Sim;05/07/2025;Cashback;316.3;mercado express;46;Feminino
(11) 98692-4657;22/07/2025;07:00:00;Esquina Av. Consolação;-2.355.746.943.715.950;-4.666.029.223.934.280;iPhone;iPhone 13;Sim;16/07/2025;Cashback;145.31;outros;58;Outro
(11) 94484-5941;22/07/2025;18:30:00;Esquina Av. Consolação;-2.355.769.109.001.800;-4.665.994.081.944.930;Android;Xiaomi Redmi Note 11;Sim;24/06/2025;Desconto;65.88;outros;23;Outro
(11) 92553-2428;22/07/2025;12:00:00;Shopping Pátio Paulista;-23.570.521.240.904.000;-4.664.565.849.992.800;iPhone;iPhone 13;Sim;03/07/2025;Cashback;163.62;esportivo;38;Feminino
(11) 96361-2214;22/07/2025;13:45:00;Ponto de ônibus Augusta;-23.558.666.367.515.300;-46.658.939.923.826.400;iPhone;iPhone 12;Sim;26/06/2025;Desconto;161.65;esportivo;51;Masculino
(11) 98015-4030;22/07/2025;21:30:00;Metrô Trianon-Masp;-23.563.975.002.493.600;-46.656.549.172.275.400;iPhone;iPhone 13;Sim;07/07/2025;Produto;74.3;esportivo;17;Feminino
(11) 91170-8821;22/07/2025;17:00:00;Shopping Pátio Paulista;-2.357.060.938.712.430;-4.664.599.413.461.120;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Desconto;41.75;vestuário;41;Feminino
(11) 96430-1411;22/07/2025;20:45:00;Shopping Cidade São Paulo;-23.563.126.510.448.400;-46.652.289.017.313.200;Android;Samsung Galaxy A52;Sim;04/07/2025;Cashback;494.79;mercado express;43;Outro
(41) 91930-7679;22/07/2025;07:30:00;MASP;-23.561.790.630.333.700;-46.656.189.687.257.600;Android;Samsung Galaxy A52;Sim;08/07/2025;Cashback;258.9;outros;49;Masculino
(11) 91010-1093;22/07/2025;10:00:00;Metrô Trianon-Masp;-23.564.178.596.111.700;-4.665.673.286.333.120;iPhone;iPhone 12;Sim;13/07/2025;Produto;11.72;vestuário;34;Feminino
(11) 94867-6241;22/07/2025;07:15:00;Metrô Brigadeiro;-23.570.172.644.888.500;-46.645.129.255.725.400;Android;Motorola G60;Sim;12/07/2025;Produto;108.96;esportivo;42;Feminino
(11) 95716-7732;22/07/2025;16:30:00;Ponto de ônibus Augusta;-23.558.758.873.507.700;-4.665.922.973.534.280;Android;Realme C35;Sim;12/07/2025;Produto;172.71;outros;19;Outro
(11) 94265-1384;22/07/2025;06:15:00;MASP;-23.561.405.085.006.000;-4.665.599.475.572.290;Android;Motorola G60;Sim;21/07/2025;Desconto;344.32;eletrodoméstico;57;Masculino
(11) 97860-4978;22/07/2025;13:45:00;Ponto de ônibus Pamplona;-23.567.867.102.035.100;-4.664.837.152.723.470;Android;Motorola G60;Sim;30/06/2025;Cashback;420.55;outros;65;Feminino
(41) 95998-4455;22/07/2025;18:15:00;Metrô Trianon-Masp;-23.564.095.263.740.900;-4.665.642.652.271.960;iPhone;iPhone SE;Sim;06/07/2025;Produto;397.11;farmácia;36;Outro
(71) 97678-4751;22/07/2025;18:15:00;MASP;-23.561.586.786.646.300;-4.665.572.216.600.690;Android;Motorola G60;Sim;08/07/2025;Desconto;361.87;mercado express;27;Outro
(11) 98026-9998;22/07/2025;18:45:00;Ponto de ônibus Augusta;-23.558.934.029.972.300;-4.665.908.096.025.950;Android;Xiaomi Redmi Note 11;Sim;20/07/2025;Produto;389.05;restaurante;47;Feminino
(11) 92370-8333;22/07/2025;20:30:00;Ponto de ônibus Pamplona;-235.674.145.506.361;-466.485.117.167.007;Android;Samsung Galaxy A52;Sim;23/06/2025;Desconto;48.92;restaurante;58;Feminino
(11) 98532-9366;22/07/2025;12:30:00;MASP;-23.561.620.011.272.000;-4.665.600.721.177.380;Android;Motorola G60;Sim;28/06/2025;Cashback;444.57;mercado express;64;Feminino
(11) 94335-2239;22/07/2025;08:00:00;Shopping Pátio Paulista;-23.570.752.754.615.300;-466.456.766.392.199;iPhone;iPhone 11;Sim;09/07/2025;Produto;376.85;esportivo;49;Outro
(11) 94541-5880;22/07/2025;08:00:00;Metrô Brigadeiro;-23.570.201.522.513.400;-46.645.067.823.276.300;Android;Motorola G60;Sim;12/07/2025;Desconto;50.27;eletrodoméstico;17;Masculino
(11) 98570-8312;22/07/2025;09:00:00;Metrô Trianon-Masp;-23.564.393.823.694.600;-46.656.469.283.126.000;iPhone;iPhone 12;Sim;06/07/2025;Produto;453.63;mercado express;43;Outro
(11) 99900-6052;22/07/2025;13:15:00;Ponto de ônibus Augusta;-2.355.861.957.431.660;-4.665.931.085.825.260;Android;Xiaomi Redmi Note 11;Sim;07/07/2025;Cashback;130.18;restaurante;64;Feminino
(11) 93285-1591;22/07/2025;07:15:00;Shopping Cidade São Paulo;-23.563.197.825.126.100;-4.665.241.374.979.160;Android;Xiaomi Redmi Note 11;Sim;12/07/2025;Desconto;55.6;vestuário;50;Masculino
(11) 94726-5186;22/07/2025;07:15:00;Metrô Brigadeiro;-23.569.735.936.421.600;-46.644.968.801.641.300;iPhone;iPhone 14 Pro;Sim;01/07/2025;Desconto;458.42;restaurante;27;Masculino
(11) 92509-4160;22/07/2025;18:15:00;MASP;-23.561.688.391.382.300;-4.665.606.974.655.790;Android;Motorola G60;Sim;04/07/2025;Desconto;441.78;farmácia;21;Feminino
(11) 91486-3955;22/07/2025;12:00:00;Shopping Pátio Paulista;-23.570.324.504.403.900;-4.664.598.957.386.930;Android;Xiaomi Redmi Note 11;Sim;01/07/2025;Cashback;284.85;esportivo;36;Outro
(11) 95386-5088;22/07/2025;17:00:00;Shopping Pátio Paulista;-2.357.027.555.154.210;-4.664.574.085.591.080;Android;Samsung S21;Sim;21/07/2025;Cashback;473.04;eletrodoméstico;39;Feminino
(11) 93774-3482;22/07/2025;07:15:00;Ponto de ônibus Pamplona;-2.356.758.788.541.890;-4.664.871.923.671.350;Android;Samsung S21;Sim;23/06/2025;Produto;219.11;vestuário;25;Masculino
(11) 93219-1271;22/07/2025;16:15:00;MASP;-23.561.457.022.206.200;-4.665.590.566.543.920;Android;Motorola G60;Sim;10/07/2025;Cashback;315.26;eletrodoméstico;27;Feminino
(11) 91412-2392;22/07/2025;06:45:00;MASP;-23.561.030.995.151.500;-46.655.843.693.263;Android;Realme C35;Sim;18/07/2025;Produto;288.95;restaurante;19;Masculino
(11) 91189-1837;22/07/2025;11:45:00;MASP;-23.561.271.149.867.600;-4.665.565.001.724.410;Android;Samsung Galaxy A52;Sim;04/07/2025;Cashback;334.27;outros;51;Masculino
(11) 95249-9791;22/07/2025;13:45:00;Esquina Rua da Paz;-2.356.246.227.041.640;-4.665.015.473.716.440;Android;Samsung Galaxy A52;Sim;11/07/2025;Cashback;427.42;esportivo;62;Feminino
(11) 93460-1945;22/07/2025;18:45:00;Shopping Cidade São Paulo;-2.356.295.281.808.710;-4.665.248.036.492.450;Android;Motorola G60;Sim;16/07/2025;Produto;162.9;esportivo;64;Outro
(11) 96628-6538;22/07/2025;06:00:00;Metrô Brigadeiro;-23.569.593.570.545.300;-4.664.519.032.593.840;iPhone;iPhone 12;Sim;20/07/2025;Cashback;284.72;restaurante;32;Masculino
(11) 96239-9021;22/07/2025;07:15:00;Metrô Trianon-Masp;-23.564.337.676.108.300;-4.665.701.676.511.240;Android;Motorola G60;Sim;09/07/2025;Cashback;69.76;eletrodoméstico;40;Outro
(11) 91093-2724;22/07/2025;10:00:00;Shopping Pátio Paulista;-2.357.099.420.626.200;-46.645.340.037.043.500;Android;Samsung S21;Sim;24/06/2025;Cashback;126.39;vestuário;51;Feminino
(11) 98799-5180;22/07/2025;15:30:00;Esquina Av. Consolação;-23.557.701.431.411.900;-466.599.693.415.811;Android;Realme C35;Sim;04/07/2025;Produto;31.21;farmácia;28;Feminino
(41) 96721-3894;22/07/2025;17:45:00;Esquina Av. Consolação;-2.355.743.551.698.940;-46.659.988.781.552.000;Android;Samsung Galaxy A52;Sim;28/06/2025;Produto;272.01;farmácia;38;Masculino
(11) 98229-7561;22/07/2025;18:15:00;Esquina Av. Consolação;-23.557.167.667.195.700;-4.665.998.437.522.510;Android;Realme C35;Sim;25/06/2025;Desconto;241.86;eletrodoméstico;37;Masculino
(11) 91329-1676;22/07/2025;20:30:00;Esquina Av. Consolação;-2.355.738.531.352.080;-4.666.019.962.074.270;Android;Realme C35;Sim;05/07/2025;Desconto;78.51;esportivo;23;Feminino
(11) 93862-9589;22/07/2025;17:15:00;Esquina Av. Consolação;-23.557.601.215.052.100;-4.665.990.012.044.430;Android;Realme C35;Sim;19/07/2025;Produto;394.92;móveis;32;Masculino
(21) 98610-2343;22/07/2025;08:30:00;Metrô Consolação;-2.355.553.338.931.150;-4.666.165.569.156.370;Android;Samsung Galaxy A52;Sim;18/07/2025;Produto;133.71;esportivo;17;Feminino
(11) 93385-3840;22/07/2025;17:30:00;Shopping Pátio Paulista;-2.357.045.239.218.470;-4.664.585.532.425.370;Android;Samsung Galaxy A52;Sim;28/06/2025;Cashback;68.56;vestuário;50;Feminino
(11) 94634-6220;22/07/2025;07:30:00;Shopping Pátio Paulista;-2.357.046.424.798.240;-4.664.543.072.884.480;iPhone;iPhone 14 Pro;Sim;15/07/2025;Cashback;74.13;mercado express;57;Outro
(11) 96468-5135;22/07/2025;21:00:00;Metrô Consolação;-23.555.761.145.910.100;-4.666.164.797.930.580;iPhone;iPhone SE;Sim;22/06/2025;Produto;250.01;vestuário;53;Feminino
(31) 97174-1974;22/07/2025;07:00:00;Esquina Rua da Paz;-23.562.591.620.050.200;-4.665.009.077.970.700;Android;Samsung S21;Sim;19/07/2025;Desconto;255.36;eletrodoméstico;37;Masculino
(21) 94320-5428;22/07/2025;12:45:00;Ponto de ônibus Pamplona;-2.356.722.878.156.560;-46.648.608.001.580.000;Android;Realme C35;Sim;17/07/2025;Cashback;275.99;farmácia;54;Feminino
(11) 92102-1447;22/07/2025;11:00:00;Metrô Brigadeiro;-23.570.062.230.532.200;-466.451.897.514.523;Android;Samsung Galaxy A52;Sim;15/07/2025;Produto;184.13;móveis;37;Masculino
(11) 92150-8823;22/07/2025;13:15:00;Esquina Av. Consolação;-2.355.719.926.792.290;-4.666.010.635.210.470;Android;Samsung Galaxy A52;Sim;21/07/2025;Cashback;102.1;vestuário;67;Masculino
(11) 92668-6318;22/07/2025;18:30:00;Esquina Av. Consolação;-2.355.733.028.906.890;-4.666.009.507.883.700;Android;Realme C35;Sim;17/07/2025;Produto;278.94;móveis;44;Feminino
(11) 98765-6376;22/07/2025;20:15:00;MASP;-2.356.143.794.233.000;-4.665.591.808.470.890;Android;Realme C35;Sim;20/07/2025;Produto;100.4;vestuário;52;Outro
(11) 96700-5959;22/07/2025;08:45:00;Shopping Cidade São Paulo;-23.562.905.229.572.100;-4.665.237.787.624.840;iPhone;iPhone 14 Pro;Sim;14/07/2025;Cashback;362.45;farmácia;23;Masculino
(11) 92137-8166;22/07/2025;17:30:00;Esquina Rua da Paz;-2.356.269.221.590.110;-4.665.005.632.083.180;iPhone;iPhone 14 Pro;Sim;17/07/2025;Cashback;55.8;vestuário;24;Masculino
(11) 92971-6214;22/07/2025;18:45:00;MASP;-2.356.140.239.243.840;-466.559.753.624.179;Android;Xiaomi Redmi Note 11;Sim;18/07/2025;Desconto;47.18;móveis;55;Masculino
(11) 91059-9845;22/07/2025;08:00:00;Ponto de ônibus Pamplona;-23.567.630.272.267.300;-46.648.751.811.690.300;Android;Samsung Galaxy A52;Sim;08/07/2025;Desconto;313.11;vestuário;39;Masculino
(11) 92984-8122;22/07/2025;15:30:00;Metrô Trianon-Masp;-2.356.417.142.604.310;-4.665.696.058.278.650;Android;Realme C35;Sim;25/06/2025;Desconto;395.55;esportivo;61;Feminino
(11) 95660-1556;22/07/2025;13:45:00;Ponto de ônibus Pamplona;-23.567.801.371.502.900;-4.664.859.618.910.620;Android;Realme C35;Sim;11/07/2025;Desconto;490.06;vestuário;69;Masculino
(11) 92331-1287;22/07/2025;10:00:00;Ponto de ônibus Augusta;-23.558.271.166.735.500;-4.665.890.934.393.580;Android;Samsung S21;Sim;09/07/2025;Cashback;479.52;restaurante;67;Feminino
(11) 95938-5148;22/07/2025;17:45:00;MASP;-2.356.106.365.604.880;-4.665.574.050.304.850;iPhone;iPhone 14 Pro;Sim;05/07/2025;Cashback;360.16;farmácia;66;Masculino
(11) 93759-3451;22/07/2025;16:00:00;Esquina Av. Consolação;-23.557.514.729.572.400;-4.665.987.392.971.790;Android;Xiaomi Redmi Note 11;Sim;14/07/2025;Cashback;410.2;esportivo;35;Feminino
(11) 93549-4609;22/07/2025;13:15:00;Shopping Pátio Paulista;-23.570.471.447.700.900;-46.645.196.148.959;Android;Samsung Galaxy A52;Sim;14/07/2025;Cashback;400.59;mercado express;20;Feminino
(11) 99496-5684;22/07/2025;07:00:00;Esquina Rua da Paz;-23.562.546.313.364.500;-46.650.429.043.105.900;iPhone;iPhone 12;Sim;12/07/2025;Desconto;400.43;restaurante;49;Outro
(11) 96844-4358;22/07/2025;17:45:00;MASP;-2.356.095.317.946.410;-4.665.589.358.834.140;Android;Motorola G60;Sim;30/06/2025;Produto;105.83;restaurante;57;Outro
(11) 98102-5117;22/07/2025;08:30:00;Shopping Cidade São Paulo;-2.356.341.792.160.190;-4.665.242.224.031.660;Android;Xiaomi Redmi Note 11;Sim;03/07/2025;Cashback;326.04;farmácia;28;Feminino
(11) 99739-6560;22/07/2025;08:30:00;Esquina Av. Consolação;-2.355.782.601.153.580;-46.660.188.423.546.400;Android;Samsung S21;Sim;22/06/2025;Desconto;151.87;farmácia;49;Feminino
(11) 94722-5860;22/07/2025;16:00:00;Metrô Trianon-Masp;-23.563.733.572.402.800;-4.665.657.017.356.690;Android;Realme C35;Sim;06/07/2025;Produto;282.86;restaurante;32;Masculino
(11) 98013-8005;22/07/2025;08:30:00;Ponto de ônibus Pamplona;-23.567.383.679.059.700;-46.648.435.565.338.900;Android;Xiaomi Redmi Note 11;Sim;22/06/2025;Desconto;307.1;restaurante;42;Masculino
(11) 99857-7642;22/07/2025;18:15:00;Metrô Consolação;-2.355.576.773.567.690;-46.661.908.915.804.100;Android;Motorola G60;Sim;06/07/2025;Produto;482.46;vestuário;52;Outro
(11) 97306-4824;22/07/2025;08:45:00;Ponto de ônibus Pamplona;-23.567.308.765.510.500;-46.648.424.702.259.400;Android;Realme C35;Sim;05/07/2025;Desconto;152;vestuário;64;Feminino
(11) 93389-6384;22/07/2025;13:45:00;Metrô Brigadeiro;-23.569.885.161.848.300;-4.664.515.025.341.700;Android;Samsung Galaxy A52;Sim;10/07/2025;Desconto;295.26;móveis;37;Masculino
(11) 91038-6851;22/07/2025;19:45:00;Metrô Brigadeiro;-23.569.158.123.562.100;-4.664.484.202.637.520;Android;Realme C35;Sim;05/07/2025;Cashback;149.47;farmácia;51;Masculino
(11) 97802-1260;22/07/2025;17:15:00;Metrô Consolação;-23.555.764.031.229.300;-46.661.662.170.723.600;iPhone;iPhone 14 Pro;Sim;11/07/2025;Produto;223.16;farmácia;23;Outro
(11) 96389-7915;22/07/2025;07:45:00;Esquina Av. Consolação;-23.557.675.551.501.400;-46.659.688.430.436.000;Android;Samsung S21;Sim;11/07/2025;Produto;166.35;móveis;70;Outro
(11) 95186-2694;22/07/2025;20:15:00;Metrô Brigadeiro;-2.356.978.659.167.470;-4.664.488.123.210.990;Android;Samsung S21;Sim;12/07/2025;Produto;420.07;eletrodoméstico;30;Feminino
(11) 93844-3330;22/07/2025;07:30:00;Ponto de ônibus Pamplona;-23.567.742.458.466.100;-4.664.839.284.986.320;Android;Xiaomi Redmi Note 11;Sim;12/07/2025;Desconto;126.94;móveis;18;Feminino
(11) 93218-9106;22/07/2025;20:15:00;MASP;-23.561.419.487.092.300;-4.665.580.541.803.500;Android;Xiaomi Redmi Note 11;Sim;22/06/2025;Produto;399.67;esportivo;66;Outro
(11) 95362-7060;22/07/2025;17:00:00;Metrô Brigadeiro;-23.569.898.725.072.500;-4.664.502.071.335.750;Android;Motorola G60;Sim;20/07/2025;Desconto;161.59;restaurante;33;Feminino
(11) 94216-8498;22/07/2025;17:15:00;Metrô Brigadeiro;-23.570.033.292.053.000;-4.664.525.434.292.920;Android;Samsung Galaxy A52;Sim;06/07/2025;Desconto;167;farmácia;28;Masculino
(11) 93059-4646;22/07/2025;08:15:00;Shopping Cidade São Paulo;-23.563.493.049.850.000;-4.665.239.653.871.980;Android;Samsung S21;Sim;26/06/2025;Desconto;462.95;eletrodoméstico;54;Outro
(11) 95619-6749;22/07/2025;07:15:00;Metrô Trianon-Masp;-23.563.841.166.785.000;-46.656.825.308.004.700;Android;Xiaomi Redmi Note 11;Sim;25/06/2025;Desconto;147.65;vestuário;67;Outro
(11) 95050-4977;22/07/2025;12:30:00;Metrô Consolação;-23.555.603.014.560.000;-4.666.132.073.033.940;iPhone;iPhone 12;Sim;28/06/2025;Cashback;177.55;outros;45;Outro
(11) 99803-3833;22/07/2025;09:15:00;Metrô Brigadeiro;-23.569.613.003.009.500;-46.644.626.902.227.300;iPhone;iPhone 12;Sim;17/07/2025;Cashback;282.24;vestuário;28;Feminino
(11) 94111-4637;22/07/2025;17:00:00;MASP;-2.356.138.499.106.610;-4.665.592.803.732.350;Android;Samsung S21;Sim;17/07/2025;Cashback;14.23;farmácia;60;Masculino
(11) 91929-8521;22/07/2025;07:15:00;MASP;-2.356.155.328.213.390;-4.665.622.678.546.230;Android;Samsung S21;Sim;17/07/2025;Cashback;69.23;vestuário;65;Masculino
(11) 92191-3946;22/07/2025;08:45:00;Shopping Pátio Paulista;-2.357.065.000.122.200;-46.645.418.568.664.800;Android;Motorola G60;Sim;19/07/2025;Desconto;94.35;farmácia;50;Masculino
(11) 98834-1695;22/07/2025;06:45:00;Ponto de ônibus Pamplona;-2.356.728.809.557.420;-466.486.303.963.589;Android;Samsung Galaxy A52;Sim;25/06/2025;Desconto;337.8;vestuário;38;Masculino
(11) 97517-6649;22/07/2025;18:45:00;Esquina Av. Consolação;-23.557.148.206.096.300;-4.665.962.071.288.960;iPhone;iPhone 14 Pro;Sim;07/07/2025;Desconto;392.2;esportivo;32;Outro
(11) 95609-3811;22/07/2025;18:45:00;MASP;-23.561.582.578.641.900;-4.665.618.761.941.560;iPhone;iPhone 14 Pro;Sim;04/07/2025;Cashback;204.84;vestuário;18;Outro
(11) 99188-9678;22/07/2025;19:15:00;Esquina Av. Consolação;-23.557.411.389.806.000;-46.660.248.397.019.300;Android;Realme C35;Sim;17/07/2025;Cashback;93.31;farmácia;49;Masculino
(11) 95143-9854;22/07/2025;12:15:00;Metrô Brigadeiro;-23.570.310.216.755.100;-4.664.480.432.549.650;iPhone;iPhone 14 Pro;Sim;08/07/2025;Produto;435.9;eletrodoméstico;18;Feminino
(11) 95054-9420;22/07/2025;07:45:00;Metrô Trianon-Masp;-23.564.173.025.034.500;-4.665.675.155.310.170;Android;Xiaomi Redmi Note 11;Sim;04/07/2025;Desconto;33.25;móveis;23;Outro
(11) 99867-9203;22/07/2025;18:00:00;MASP;-23.561.383.732.824.500;-4.665.623.672.335.190;Android;Xiaomi Redmi Note 11;Sim;11/07/2025;Desconto;235.79;restaurante;61;Feminino
(11) 99092-8515;22/07/2025;08:00:00;MASP;-23.561.270.497.284.600;-4.665.585.559.184.650;Android;Samsung S21;Sim;04/07/2025;Desconto;41.7;vestuário;29;Outro
(11) 98673-3165;22/07/2025;17:30:00;Metrô Consolação;-2.355.575.758.798.670;-4.666.148.601.197.270;iPhone;iPhone 13;Sim;12/07/2025;Cashback;444.99;eletrodoméstico;32;Masculino
(11) 99447-9740;22/07/2025;07:00:00;Metrô Brigadeiro;-23.569.878.977.470.800;-46.645.096.752.313.400;iPhone;iPhone 13;Sim;05/07/2025;Produto;388.1;esportivo;66;Masculino
(11) 94425-4195;22/07/2025;17:00:00;Metrô Brigadeiro;-23.569.551.014.366.600;-4.664.497.490.509.870;Android;Samsung Galaxy A52;Sim;18/07/2025;Desconto;244.55;outros;21;Feminino
(11) 93648-8768;22/07/2025;17:15:00;Shopping Cidade São Paulo;-235.631.618.689.387;-4.665.272.246.040.550;Android;Samsung S21;Sim;12/07/2025;Produto;472.3;mercado express;60;Feminino
(11) 99291-5557;22/07/2025;12:45:00;Esquina Av. Consolação;-2.355.753.907.616.600;-4.665.987.846.152.720;Android;Realme C35;Sim;16/07/2025;Cashback;374.39;mercado express;38;Feminino
(11) 99712-9760;22/07/2025;21:15:00;Ponto de ônibus Pamplona;-2.356.733.921.319.270;-4.664.826.203.409.450;iPhone;iPhone 12;Sim;04/07/2025;Produto;276.68;móveis;20;Outro
(11) 97120-5259;22/07/2025;07:30:00;Metrô Consolação;-23.556.135.729.146.300;-46.661.493.293.344.100;Android;Motorola G60;Sim;04/07/2025;Cashback;81.63;outros;44;Feminino
(11) 92523-9117;22/07/2025;13:45:00;MASP;-2.356.158.221.196.560;-4.665.585.694.812.930;iPhone;iPhone SE;Sim;26/06/2025;Produto;140.79;vestuário;20;Outro
(11) 97426-1837;22/07/2025;12:00:00;Metrô Consolação;-23.555.920.215.371.400;-4.666.192.865.108.990;Android;Realme C35;Sim;15/07/2025;Produto;343.1;eletrodoméstico;43;Masculino
(11) 97204-3187;22/07/2025;12:00:00;MASP;-23.561.290.868.818.900;-4.665.585.738.465.110;Android;Realme C35;Sim;11/07/2025;Produto;461.71;outros;57;Masculino
