celular;data;horario;local;latitude;longitude;tipo_celular;modelo_celular;possui_app_picmoney;data_ultima_compra;ultimo_tipo_cupom;ultimo_valor_capturado;ultimo_tipo_loja;idade;sexo;;�nicos
(11) 94625-6995;22/07/2025;10:15:00;Metrô Brigadeiro;-23.569.915.425.492.700;-4.664.514.147.265.770;iPhone;iPhone 11;Não;;;;;65;Outro;;
(11) 92149-8154;22/07/2025;07:30:00;Ponto de Ônibus Pamplona;-23.567.759.865.376.300;-4.664.812.961.307.380;Android;Motorola G60;Sim;28/06/2025;Cashback;426.27;móveis;24;Outro;;
(11) 95116-8976;22/07/2025;18:00:00;Shopping Cidade São Paulo;-2.356.289.662.399.390;-4.665.240.895.365.690;Android;Motorola G60;Não;;;;;40;Feminino;;
(11) 96229-7606;22/07/2025;08:15:00;Shopping Cidade São Paulo;-23.563.007.901.222.900;-46.652.378.820.679.800;Android;Xiaomi Redmi Note 11;Sim;06/07/2025;Cashback;423.26;farmácia;51;Masculino;;
(11) 97971-4456;22/07/2025;07:00:00;Shopping Cidade São Paulo;-23.563.340.915.498.900;-4.665.216.748.357.510;Android;Motorola G60;Sim;03/07/2025;Desconto;389.63;esportivo;36;Outro;;
(11) 98564-7042;22/07/2025;19:30:00;Shopping Cidade São Paulo;-2.356.322.049.933.510;-46.652.317.266.745.800;Android;Samsung Galaxy A52;Não;;;;;61;Feminino;;
(11) 98084-9561;22/07/2025;08:15:00;Metrô Brigadeiro;-23.569.619.015.478.700;-4.664.498.647.715.070;Android;Xiaomi Redmi Note 11;Sim;21/07/2025;Cashback;33.93;vestuário;66;Outro;;
(11) 97196-6415;22/07/2025;08:15:00;MASP;-2.356.161.071.033.250;-466.558.432.070.217;Android;Xiaomi Redmi Note 11;Sim;13/07/2025;Desconto;444.39;farmácia;37;Outro;;
(11) 95971-7442;22/07/2025;18:00:00;Metrô Trianon-Masp;-2.356.450.234.834.260;-46.656.659.937.775.300;iPhone;iPhone SE;Sim;08/07/2025;Cashback;174.26;outros;47;Outro;;
(11) 96164-7680;22/07/2025;13:15:00;Ponto de Ônibus Augusta;-23.558.460.735.734.400;-4.665.919.166.852.990;iPhone;iPhone 12;Sim;06/07/2025;Cashback;179.11;esportivo;30;Feminino;;
(71) 94356-4361;22/07/2025;18:30:00;Esquina Rua da Paz;-23.562.350.308.816.100;-4.665.012.763.406.520;Android;Realme C35;Sim;04/07/2025;Desconto;302.85;eletrodoméstico;23;Masculino;;
(31) 99114-1064;22/07/2025;18:30:00;Shopping Pátio Paulista;-2.357.056.297.719.280;-4.664.571.120.123.400;iPhone;iPhone 12;Não;;;;;33;Masculino;;
(11) 96108-3070;22/07/2025;21:15:00;Ponto de Ônibus Augusta;-23.558.257.822.338.300;-4.665.928.839.442.680;Android;Realme C35;Sim;21/07/2025;Cashback;393.22;outros;67;Masculino;;
(11) 97486-4591;22/07/2025;08:45:00;Ponto de Ônibus Augusta;-2.355.852.587.044.470;-4.665.913.722.622.040;Android;Samsung S21;Não;;;;;33;Masculino;;
(41) 97243-7520;22/07/2025;09:15:00;Ponto de Ônibus Pamplona;-23.567.144.054.854.700;-466.485.099.738.889;Android;Samsung S21;Não;;;;;48;Feminino;;
(11) 92834-9578;22/07/2025;17:15:00;Ponto de Ônibus Augusta;-23.558.732.396.670.500;-4.665.909.590.835.880;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Desconto;195.69;móveis;67;Feminino;;
(11) 94509-8373;22/07/2025;10:45:00;Metrô Trianon-Masp;-23.563.829.825.772.600;-4.665.658.199.789.820;Android;Realme C35;Sim;20/07/2025;Produto;93.06;mercado express;50;Feminino;;
(11) 96265-5477;22/07/2025;08:30:00;Esquina Av. Consolação;-2.355.765.515.312.090;-4.666.011.375.876.690;iPhone;iPhone 12;Sim;06/07/2025;Desconto;176.61;esportivo;66;Masculino;;
(11) 91444-1419;22/07/2025;08:30:00;Ponto de Ônibus Pamplona;-23.567.283.416.057.200;-46.648.809.720.870.000;iPhone;iPhone 11;Sim;07/07/2025;Produto;99.26;mercado express;21;Feminino;;
(11) 99834-1116;22/07/2025;13:15:00;Metrô Brigadeiro;-23.569.703.717.157.700;-46.644.971.138.506.100;iPhone;iPhone 13;Sim;04/07/2025;Produto;446.94;esportivo;20;Masculino;;
(11) 93408-6941;22/07/2025;08:30:00;MASP;-23.561.610.720.440.000;-46.655.802.708.746.400;Android;Samsung S21;Não;;;;;26;Feminino;;
(21) 95605-6464;22/07/2025;16:30:00;Ponto de Ônibus Pamplona;-23.567.677.785.954.200;-4.664.882.395.168.280;iPhone;iPhone SE;Sim;20/07/2025;Cashback;318.56;outros;57;Feminino;;
(11) 92812-6636;22/07/2025;07:30:00;Metrô Brigadeiro;-2.356.989.000.178.400;-4.664.506.213.059.850;Android;Xiaomi Redmi Note 11;Sim;10/07/2025;Desconto;243.3;móveis;57;Masculino;;
(11) 98805-4441;22/07/2025;14:30:00;Metrô Brigadeiro;-23.569.528.220.058.200;-46.645.222.204.644.100;iPhone;iPhone SE;Não;;;;;44;Feminino;;
(11) 96978-6172;22/07/2025;09:30:00;Metrô Trianon-Masp;-23.564.444.922.975.500;-4.665.696.499.386.810;Android;Samsung S21;Sim;26/06/2025;Produto;285.11;eletrodoméstico;60;Outro;;
(11) 93935-1382;22/07/2025;13:15:00;Ponto de Ônibus Pamplona;-23.567.505.983.545.900;-4.664.869.800.687.990;Android;Samsung Galaxy A52;Não;;;;;62;Feminino;;
(11) 95966-9171;22/07/2025;06:30:00;Esquina Av. Consolação;-23.557.757.047.115.700;-466.600.589.108.596;Android;Samsung S21;Sim;18/07/2025;Desconto;456.79;farmácia;23;Feminino;;
(11) 96108-1547;22/07/2025;08:00:00;Metrô Consolação;-23.555.876.788.747.400;-46.661.453.754.759.300;iPhone;iPhone 11;Sim;05/07/2025;Produto;24.15;vestuário;43;Feminino;;
(11) 96302-8622;22/07/2025;18:30:00;Shopping Pátio Paulista;-23.570.385.662.590.400;-4.664.574.562.576.260;Android;Realme C35;Não;;;;;19;Outro;;
(11) 97657-5302;22/07/2025;12:15:00;Metrô Consolação;-23.555.804.619.222.200;-46.661.195.621.234.600;Android;Motorola G60;Sim;13/07/2025;Desconto;166.27;móveis;63;Outro;;
(11) 92308-1282;22/07/2025;16:45:00;Metrô Trianon-Masp;-23.563.539.231.323.600;-4.665.614.458.049.320;Android;Samsung S21;Sim;28/06/2025;Produto;50.08;eletrodoméstico;36;Outro;;
(11) 99917-6686;22/07/2025;07:45:00;Esquina Av. Consolação;-235.574.670.345.637;-4.666.006.393.170.520;Android;Realme C35;Sim;19/07/2025;Desconto;100.52;restaurante;45;Outro;;
(11) 93592-1711;22/07/2025;08:00:00;Metrô Trianon-Masp;-23.564.328.044.651.800;-4.665.646.854.602.140;Android;Samsung S21;Sim;29/06/2025;Produto;101.82;esportivo;26;Feminino;;
(11) 95745-4924;22/07/2025;14:15:00;Ponto de Ônibus Augusta;-23.558.418.354.630.800;-46.659.127.279.647.000;Android;Realme C35;Não;;;;;40;Outro;;
(11) 93127-9186;22/07/2025;08:45:00;Metrô Brigadeiro;-23.569.765.850.211.400;-4.664.511.030.864.830;Android;Samsung Galaxy A52;Sim;11/07/2025;Produto;197.09;eletrodoméstico;61;Feminino;;
(11) 95832-7054;22/07/2025;07:15:00;Shopping Pátio Paulista;-2.357.070.540.441.960;-466.455.590.521.364;Android;Samsung S21;Não;;;;;50;Masculino;;
(11) 96854-1988;22/07/2025;08:15:00;Shopping Cidade São Paulo;-2.356.284.345.618.720;-4.665.201.378.919.880;Android;Realme C35;Não;;;;;19;Masculino;;
(71) 93327-7889;22/07/2025;13:00:00;MASP;-23.561.839.941.145.700;-4.665.579.362.834.070;Android;Motorola G60;Sim;07/07/2025;Cashback;338.3;restaurante;27;Masculino;;
(11) 94825-4261;22/07/2025;17:15:00;Ponto de Ônibus Pamplona;-235.674.938.119.879;-4.664.849.699.428.550;Android;Motorola G60;Sim;21/07/2025;Cashback;271.31;restaurante;57;Feminino;;
(11) 96258-8400;22/07/2025;08:30:00;Shopping Pátio Paulista;-23.570.541.144.302.800;-4.664.570.781.847.790;Android;Samsung S21;Sim;13/07/2025;Desconto;57.94;esportivo;25;Outro;;
(11) 98182-6282;22/07/2025;12:45:00;Metrô Trianon-Masp;-2.356.454.983.168.060;-46.656.553.496.947.100;Android;Samsung S21;Sim;27/06/2025;Produto;471.78;móveis;33;Feminino;;
(11) 97063-1566;22/07/2025;07:00:00;MASP;-23.561.249.532.480.700;-4.665.577.963.418.250;Android;Motorola G60;Não;;;;;45;Masculino;;
(11) 99252-6084;22/07/2025;07:45:00;Esquina Rua da Paz;-23.562.535.084.675.000;-46.650.286.214.219.700;Android;Realme C35;Sim;29/06/2025;Produto;181.7;eletrodoméstico;51;Masculino;;
(11) 91802-2780;22/07/2025;14:15:00;Shopping Cidade São Paulo;-2.356.312.494.941.070;-46.652.350.836.759.400;Android;Samsung Galaxy A52;Sim;09/07/2025;Cashback;493.03;vestuário;52;Outro;;
(11) 99737-9220;22/07/2025;08:45:00;Shopping Pátio Paulista;-23.570.081.229.275.000;-4.664.575.334.493.050;Android;Realme C35;Não;;;;;39;Feminino;;
(11) 98243-2149;22/07/2025;17:15:00;Esquina Av. Consolação;-23.557.193.190.547.600;-46.660.037.634.583.900;iPhone;iPhone SE;Sim;12/07/2025;Cashback;54.06;eletrodoméstico;46;Outro;;
(21) 92592-3471;22/07/2025;08:15:00;Esquina Rua da Paz;-2.356.277.297.386.440;-46.650.053.820.237.800;Android;Realme C35;Sim;09/07/2025;Cashback;490.55;restaurante;69;Outro;;
(11) 99443-6993;22/07/2025;07:30:00;Metrô Consolação;-2.355.576.832.414.670;-46.661.705.705.250.500;Android;Motorola G60;Sim;26/06/2025;Desconto;235.55;mercado express;36;Masculino;;
(11) 92464-4231;22/07/2025;11:15:00;Esquina Rua da Paz;-23.562.558.211.199.000;-4.664.993.985.145.890;Android;Samsung Galaxy A52;Sim;24/06/2025;Produto;321.33;eletrodoméstico;48;Masculino;;
(11) 96007-2844;22/07/2025;21:30:00;Esquina Av. Consolação;-235.575.129.446.859;-4.665.985.223.530.580;Android;Samsung Galaxy A52;Não;;;;;33;Feminino;;
(11) 96297-8693;22/07/2025;12:15:00;Esquina Av. Consolação;-23.557.350.758.682.900;-46.660.060.684.579.200;Android;Samsung S21;Sim;15/07/2025;Desconto;197;restaurante;27;Outro;;
(11) 94295-8479;22/07/2025;14:00:00;Shopping Cidade São Paulo;-2.356.340.821.825.660;-4.665.228.941.517.740;Android;Realme C35;Sim;17/07/2025;Desconto;47.12;eletrodoméstico;27;Outro;;
(11) 94568-1974;22/07/2025;17:45:00;Shopping Cidade São Paulo;-23.563.032.100.807.000;-4.665.242.901.205.630;Android;Xiaomi Redmi Note 11;Não;;;;;53;Feminino;;
(11) 93670-9587;22/07/2025;09:15:00;Metrô Consolação;-23.555.869.653.119.700;-4.666.152.104.519.150;iPhone;iPhone 13;Sim;21/07/2025;Desconto;249.33;outros;68;Feminino;;
(11) 99590-4848;22/07/2025;15:45:00;Ponto de Ônibus Pamplona;-23.567.259.075.640.500;-4.664.798.543.446.500;Android;Realme C35;Sim;15/07/2025;Produto;358.63;outros;59;Masculino;;
(11) 99727-1750;22/07/2025;18:15:00;Shopping Cidade São Paulo;-23.563.066.017.495.000;-46.652.269.138.253.900;Android;Samsung Galaxy A52;Sim;13/07/2025;Cashback;14.46;vestuário;53;Masculino;;
(11) 99836-2924;22/07/2025;20:00:00;Esquina Av. Consolação;-23.557.629.474.660.600;-4.665.956.814.117.300;iPhone;iPhone 11;Sim;09/07/2025;Desconto;209.28;mercado express;57;Feminino;;
(11) 94307-7741;22/07/2025;17:00:00;Shopping Pátio Paulista;-23.570.117.413.099.400;-4.664.558.686.696.480;Android;Xiaomi Redmi Note 11;Sim;20/07/2025;Cashback;422.34;outros;49;Outro;;
(11) 95091-9581;22/07/2025;13:15:00;Esquina Av. Consolação;-23.557.685.992.370.300;-4.666.039.304.863.640;Android;Motorola G60;Sim;29/06/2025;Produto;210.55;eletrodoméstico;60;Masculino;;
(11) 95262-9666;22/07/2025;12:15:00;Esquina Rua da Paz;-23.562.526.291.902.800;-46.650.185.443.148.500;Android;Realme C35;Sim;12/07/2025;Produto;82.16;vestuário;34;Masculino;;
(11) 97001-9518;22/07/2025;12:15:00;Ponto de Ônibus Pamplona;-2.356.717.137.639.290;-4.664.857.787.033.430;Android;Samsung S21;Sim;25/06/2025;Desconto;116.23;vestuário;30;Outro;;
(11) 96680-1423;22/07/2025;10:30:00;Metrô Brigadeiro;-23.569.687.084.264.700;-46.644.879.508.403.000;iPhone;iPhone 12;Sim;15/07/2025;Cashback;69.16;farmácia;42;Feminino;;
(11) 92435-3076;22/07/2025;13:15:00;Esquina Av. Consolação;-2.355.785.537.278.860;-466.599.918.426.325;Android;Motorola G60;Não;;;;;55;Outro;;
(11) 91342-5787;22/07/2025;19:15:00;Esquina Rua da Paz;-23.562.419.620.581.100;-46.649.814.120.316.200;Android;Realme C35;Sim;29/06/2025;Produto;452.63;outros;40;Masculino;;
(11) 97323-1274;22/07/2025;12:45:00;Metrô Brigadeiro;-23.570.289.164.806.300;-4.664.449.380.631.140;Android;Samsung S21;Sim;21/07/2025;Desconto;73.05;farmácia;49;Feminino;;
(11) 99155-7546;22/07/2025;21:00:00;Esquina Av. Consolação;-23.557.610.145.718.200;-46.660.357.283.482.900;Android;Samsung S21;Sim;16/07/2025;Desconto;394.68;móveis;48;Masculino;;
(11) 92289-5140;22/07/2025;19:00:00;Ponto de Ônibus Pamplona;-23.567.488.312.932.800;-4.664.851.636.481.600;Android;Realme C35;Não;;;;;62;Outro;;
(11) 95887-6928;22/07/2025;11:30:00;Metrô Consolação;-2.355.585.440.720.330;-4.666.162.203.698.180;iPhone;iPhone SE;Não;;;;;48;Masculino;;
(11) 96784-9076;22/07/2025;08:45:00;MASP;-2.356.111.704.365.580;-4.665.610.451.661.800;Android;Xiaomi Redmi Note 11;Não;;;;;38;Outro;;
(11) 99419-3412;22/07/2025;08:45:00;Metrô Consolação;-2.355.538.843.834.930;-4.666.140.707.220.260;iPhone;iPhone 13;Não;;;;;69;Outro;;
(11) 95490-1963;22/07/2025;17:15:00;Metrô Brigadeiro;-23.569.686.331.883.800;-4.664.516.816.424.590;Android;Motorola G60;Sim;27/06/2025;Cashback;417.82;restaurante;48;Outro;;
(11) 97674-5626;22/07/2025;18:30:00;Metrô Consolação;-2.355.568.841.287.690;-46.661.229.589.247.000;Android;Samsung S21;Sim;01/07/2025;Produto;370.36;farmácia;40;Outro;;
(11) 95877-4421;22/07/2025;17:30:00;Shopping Cidade São Paulo;-23.563.013.540.153.000;-46.652.550.050.290.100;Android;Realme C35;Sim;10/07/2025;Cashback;34.06;eletrodoméstico;57;Feminino;;
(41) 95455-5178;22/07/2025;17:30:00;Metrô Brigadeiro;-2.357.015.204.623.340;-4.664.531.889.097.760;Android;Samsung Galaxy A52;Não;;;;;17;Outro;;
(11) 92007-2859;22/07/2025;06:30:00;Esquina Rua da Paz;-235.622.305.066.091;-4.665.021.317.372.900;iPhone;iPhone SE;Não;;;;;58;Masculino;;
(11) 98382-3355;22/07/2025;07:15:00;Metrô Trianon-Masp;-23.564.035.160.523.200;-4.665.646.371.871.850;Android;Motorola G60;Sim;22/06/2025;Produto;476.86;vestuário;16;Feminino;;
(41) 97355-7702;22/07/2025;07:30:00;Ponto de Ônibus Augusta;-23.558.429.910.520.600;-4.665.935.717.722.310;Android;Samsung Galaxy A52;Não;;;;;50;Feminino;;
(11) 98432-1843;22/07/2025;07:00:00;Esquina Rua da Paz;-2.356.263.046.559.740;-4.664.994.075.762.980;iPhone;iPhone 14 Pro;Sim;06/07/2025;Produto;337.78;restaurante;34;Feminino;;
(11) 97465-9772;22/07/2025;21:00:00;Esquina Rua da Paz;-23.562.559.902.288.600;-46.649.708.516.752.200;Android;Samsung Galaxy A52;Não;;;;;70;Feminino;;
(61) 96286-7224;22/07/2025;17:30:00;Metrô Brigadeiro;-2.356.990.505.900.630;-4.664.489.066.909.980;Android;Xiaomi Redmi Note 11;Sim;26/06/2025;Desconto;448.04;vestuário;40;Masculino;;
(61) 97002-6775;22/07/2025;07:30:00;Metrô Consolação;-23.555.664.276.755.300;-4.666.166.111.983.250;iPhone;iPhone 14 Pro;Não;;;;;29;Masculino;;
(11) 92134-7959;22/07/2025;17:30:00;Esquina Rua da Paz;-23.562.506.384.646.200;-4.665.005.320.002.040;Android;Samsung Galaxy A52;Sim;11/07/2025;Cashback;372.22;restaurante;49;Feminino;;
(11) 98329-5036;22/07/2025;14:45:00;Metrô Consolação;-2.355.538.966.311.510;-4.666.140.058.504.180;iPhone;iPhone SE;Não;;;;;49;Feminino;;
(11) 99131-4986;22/07/2025;18:45:00;Metrô Consolação;-2.355.531.513.237.160;-4.666.164.304.160.420;iPhone;iPhone 12;Sim;18/07/2025;Cashback;389.78;outros;68;Masculino;;
(11) 97844-7583;22/07/2025;16:15:00;MASP;-2.356.177.740.362.690;-4.665.632.346.046.280;iPhone;iPhone 12;Sim;22/06/2025;Cashback;389.48;outros;64;Feminino;;
(11) 97844-7173;22/07/2025;07:00:00;Esquina Av. Consolação;-23.557.765.967.894.100;-4.665.988.981.941.580;Android;Samsung S21;Sim;24/06/2025;Cashback;265.53;farmácia;18;Masculino;;
(11) 99722-3514;22/07/2025;13:00:00;Esquina Rua da Paz;-2.356.233.689.796.910;-4.664.984.293.858.200;Android;Xiaomi Redmi Note 11;Não;;;;;69;Feminino;;
(11) 93930-2042;22/07/2025;07:00:00;MASP;-2.356.086.721.145.680;-46.656.130.897.170.000;Android;Xiaomi Redmi Note 11;Não;;;;;34;Feminino;;
(11) 91024-7098;22/07/2025;16:00:00;Ponto de Ônibus Augusta;-2.355.852.715.573.360;-46.658.802.875.338.500;Android;Samsung S21;Não;;;;;23;Feminino;;
(11) 99352-2897;22/07/2025;21:15:00;Esquina Rua da Paz;-23.562.496.807.786.600;-4.665.026.694.617.650;iPhone;iPhone SE;Sim;24/06/2025;Cashback;358.22;esportivo;19;Masculino;;
(11) 99829-3271;22/07/2025;21:45:00;MASP;-23.561.249.010.024.800;-4.665.592.931.837.620;iPhone;iPhone SE;Não;;;;;44;Feminino;;
(11) 98120-1797;22/07/2025;21:30:00;MASP;-23.561.463.510.382.700;-4.665.599.336.174.480;iPhone;iPhone 11;Não;;;;;59;Masculino;;
(11) 97902-8657;22/07/2025;13:30:00;Esquina Av. Consolação;-23.557.643.110.055.600;-4.665.985.252.746.250;iPhone;iPhone SE;Sim;23/06/2025;Cashback;156.52;esportivo;57;Outro;;
(11) 99853-2244;22/07/2025;12:00:00;Metrô Trianon-Masp;-23.563.818.837.347.000;-4.665.621.809.892.140;Android;Motorola G60;Sim;22/06/2025;Desconto;478.89;vestuário;25;Feminino;;
(31) 93882-3370;22/07/2025;08:15:00;Metrô Trianon-Masp;-23.564.178.340.810.100;-46.656.599.702.568.200;iPhone;iPhone 14 Pro;Sim;06/07/2025;Desconto;85.87;móveis;53;Masculino;;
(11) 92091-2054;22/07/2025;22:00:00;Esquina Av. Consolação;-23.557.313.188.271.200;-4.665.969.538.621.910;Android;Samsung Galaxy A52;Não;;;;;18;Masculino;;
(11) 94184-8890;22/07/2025;12:00:00;Esquina Rua da Paz;-2.356.268.205.590.210;-4.665.003.628.269.580;Android;Samsung S21;Não;;;;;59;Masculino;;
(11) 94298-5743;22/07/2025;18:30:00;Shopping Cidade São Paulo;-2.356.315.942.176.140;-4.665.244.058.888.330;Android;Xiaomi Redmi Note 11;Sim;15/07/2025;Desconto;317.71;farmácia;65;Feminino;;
(11) 93254-3559;22/07/2025;12:30:00;Metrô Brigadeiro;-23.569.943.227.840.300;-4.664.522.650.810.520;Android;Realme C35;Não;;;;;20;Outro;;
(11) 96974-6415;22/07/2025;13:00:00;Metrô Trianon-Masp;-2.356.382.759.472.270;-4.665.671.956.378.060;Android;Samsung S21;Sim;06/07/2025;Desconto;152.34;vestuário;19;Feminino;;
(11) 93020-7568;22/07/2025;19:30:00;Shopping Cidade São Paulo;-23.563.270.703.650.900;-4.665.250.626.440.410;Android;Samsung Galaxy A52;Sim;24/06/2025;Cashback;310.64;móveis;19;Feminino;;
(11) 91888-6641;22/07/2025;11:15:00;Metrô Trianon-Masp;-23.563.998.314.302.000;-4.665.632.522.280.610;Android;Samsung Galaxy A52;Sim;25/06/2025;Desconto;185.27;vestuário;42;Masculino;;
(41) 99432-6328;22/07/2025;18:45:00;MASP;-23.561.444.065.174.900;-46.655.851.488.947.900;Android;Samsung Galaxy A52;Não;;;;;42;Feminino;;
(11) 96913-8583;22/07/2025;07:00:00;Esquina Rua da Paz;-23.562.423.443.808.100;-4.665.000.093.617.310;Android;Samsung Galaxy A52;Sim;22/06/2025;Desconto;106.45;restaurante;66;Outro;;
(11) 97275-1955;22/07/2025;10:15:00;Metrô Trianon-Masp;-23.564.390.625.582.100;-4.665.671.204.419.560;Android;Samsung S21;Não;;;;;44;Masculino;;
(11) 97234-8781;22/07/2025;13:00:00;Esquina Rua da Paz;-2.356.259.957.668.840;-46.649.872.914.425.400;iPhone;iPhone 13;Sim;25/06/2025;Desconto;442.5;restaurante;32;Feminino;;
(11) 91549-5121;22/07/2025;06:30:00;MASP;-23.561.327.735.324.600;-4.665.590.954.665.790;Android;Samsung S21;Não;;;;;25;Outro;;
(11) 98226-4842;22/07/2025;14:00:00;Esquina Rua da Paz;-2.356.241.198.000.720;-4.665.001.111.981.620;iPhone;iPhone 14 Pro;Não;;;;;36;Masculino;;
(11) 94811-1152;22/07/2025;11:15:00;Shopping Pátio Paulista;-2.357.076.126.917.600;-4.664.577.051.231.870;Android;Realme C35;Sim;19/07/2025;Cashback;61.7;eletrodoméstico;52;Feminino;;
(11) 94501-9924;22/07/2025;18:45:00;Ponto de Ônibus Pamplona;-23.567.440.435.086.600;-4.664.862.909.727.410;Android;Samsung S21;Não;;;;;33;Masculino;;
(11) 91541-6596;22/07/2025;17:00:00;Esquina Rua da Paz;-23.562.220.001.953.900;-4.665.008.256.764.980;iPhone;iPhone 12;Sim;17/07/2025;Cashback;144.64;eletrodoméstico;18;Outro;;
(11) 91504-8679;22/07/2025;16:45:00;Ponto de Ônibus Pamplona;-23.567.705.967.439.500;-4.664.814.151.142.500;Android;Samsung Galaxy A52;Não;;;;;62;Outro;;
(11) 97187-5378;22/07/2025;07:00:00;Ponto de Ônibus Augusta;-2.355.842.162.193.480;-4.665.863.830.120.310;Android;Motorola G60;Sim;10/07/2025;Produto;220.21;esportivo;50;Feminino;;
(11) 92147-8976;22/07/2025;08:15:00;Esquina Rua da Paz;-23.562.418.016.543.900;-4.665.013.418.865.300;iPhone;iPhone 14 Pro;Não;;;;;62;Outro;;
(11) 94626-7348;22/07/2025;11:00:00;Shopping Cidade São Paulo;-23.563.163.735.142.700;-4.665.239.529.807.850;iPhone;iPhone 12;Sim;12/07/2025;Produto;253.87;vestuário;50;Masculino;;
(11) 91191-8888;22/07/2025;08:45:00;MASP;-23.561.175.366.979.400;-4.665.584.462.477.120;Android;Samsung S21;Sim;16/07/2025;Produto;189.45;farmácia;61;Masculino;;
(11) 93252-8646;22/07/2025;18:30:00;Esquina Av. Consolação;-23.556.895.181.350.100;-4.665.994.675.492.860;iPhone;iPhone 12;Sim;09/07/2025;Desconto;41.29;mercado express;36;Feminino;;
(11) 92391-6448;22/07/2025;17:00:00;Ponto de Ônibus Pamplona;-23.566.963.181.338.300;-4.664.858.368.026.690;Android;Samsung S21;Não;;;;;34;Outro;;
(11) 91021-2468;22/07/2025;08:45:00;Metrô Consolação;-23.555.950.257.561.600;-46.661.529.284.541.100;Android;Samsung S21;Sim;16/07/2025;Produto;250.27;restaurante;67;Masculino;;
(11) 99232-3344;22/07/2025;17:15:00;Ponto de Ônibus Pamplona;-23.567.591.176.735.200;-4.664.823.989.351.330;Android;Motorola G60;Sim;05/07/2025;Desconto;354.03;móveis;29;Outro;;
(11) 97442-6621;22/07/2025;07:45:00;Shopping Pátio Paulista;-23.570.435.425.650.600;-4.664.581.160.176.280;Android;Motorola G60;Sim;01/07/2025;Cashback;303.73;farmácia;26;Outro;;
(11) 97275-9837;22/07/2025;07:45:00;Esquina Av. Consolação;-23.557.478.792.502.200;-4.665.965.029.798.300;iPhone;iPhone SE;Não;;;;;20;Masculino;;
(11) 99620-1036;22/07/2025;18:30:00;Shopping Cidade São Paulo;-23.562.953.701.850.500;-4.665.257.967.117.080;Android;Realme C35;Sim;15/07/2025;Desconto;250.28;restaurante;22;Masculino;;
(11) 91476-9092;22/07/2025;17:30:00;Esquina Av. Consolação;-2.355.714.698.429.270;-4.665.977.275.809.610;iPhone;iPhone 11;Não;;;;;55;Masculino;;
(11) 99588-2503;22/07/2025;12:30:00;Ponto de Ônibus Pamplona;-2.356.737.958.288.160;-4.664.821.023.280.690;Android;Xiaomi Redmi Note 11;Não;;;;;37;Masculino;;
(11) 97180-4931;22/07/2025;13:00:00;Metrô Consolação;-23.555.711.198.461.900;-4.666.173.518.241.280;Android;Xiaomi Redmi Note 11;Sim;08/07/2025;Produto;418.29;outros;61;Masculino;;
(61) 92825-5183;22/07/2025;07:30:00;Metrô Brigadeiro;-23.569.529.340.627.800;-4.664.522.767.972.280;iPhone;iPhone SE;Não;;;;;43;Masculino;;
(11) 97150-4906;22/07/2025;07:15:00;MASP;-23.561.560.269.465.200;-4.665.548.656.327.120;Android;Xiaomi Redmi Note 11;Não;;;;;58;Outro;;
(11) 97928-9870;22/07/2025;18:45:00;Esquina Rua da Paz;-2.356.265.896.958.190;-4.664.990.408.054.030;iPhone;iPhone 12;Não;;;;;27;Feminino;;
